Survey_Date,Survey_Time,Study_Area,Transect_Number,Visit_Number,Sample_Number,Observer,Sample_ID,Location_Latitude,Location_Longitude,Snow_Conditions,Comments,Species,Notes,Censor
3/5/2024 17:00,10:45,44,12,3,4,CR,44-12-3-4-CR,179067.2318,501772.4103,0 - 25%,Raspberry beech thicket ,Snowshoe Hare,,0
3/5/2024 17:00,10:54,44,12,3,5,CR,44-12-3-5-CR,179042.2013,501751.5207,0 - 25%,Beech raspberry thicket ,Snowshoe Hare,,0
2/6/2024 17:00,9:26,44,2,2,1,CR,44-2-2-1-CR,180985.7691,499908.0698,0 - 25%,Near forest road in gray birch and beech ,Snowshoe Hare,,0
3/4/2024 17:00,8:57,44,2,3,1,SM,44-2-3-1-SM,180540.347,499967.887,0 - 25%,"Mixed age beech, maple, not super dense",Snowshoe Hare,,0
3/4/2024 17:00,9:00,44,2,3,2,SM,44-2-3-2-SM,180536.1057,499949.4521,0 - 25%,,Snowshoe Hare,,0
3/4/2024 17:00,9:11,44,2,3,3,SM,44-2-3-3-SM,180788.4026,499985.7305,0 - 25%,Downed trees and medium age beech,Snowshoe Hare,,0
3/4/2024 17:00,9:21,44,2,3,4,SM,44-2-3-4-SM,180987.4633,499900.3831,0 - 25%,"Mixed age beech and maple, moderately dense",Snowshoe Hare,,0
3/4/2024 17:00,9:25,44,2,3,5,SM,44-2-3-5-SM,180984.2751,499878.9997,0 - 25%,,Snowshoe Hare,,0
1/25/2024 17:00,9:17,44,3,1,1,CR,44-3-1-1-CR,180406.5125,500209.0858,75 - 100%,Beach saplings cover about 75%,Snowshoe Hare,,0
1/25/2024 17:00,9:24,44,3,1,2,CR,44-3-1-2-CR,180403.1482,500203.0625,75 - 100%,"Beach understory, lots of pellets in the area",Snowshoe Hare,,0
1/25/2024 17:00,9:30,44,3,1,3,CR,44-3-1-3-CR,180406.203,500196.321,75 - 100%,Beech saplings with lots of pellets,Snowshoe Hare,,0
1/25/2024 17:00,10:13,44,3,1,4,CR,44-3-1-4-CR,180975.9274,500163.9661,75 - 100%,"Saw snowshoe hare, in raspberry thicket and down logs",Snowshoe Hare,,0
2/6/2024 17:00,9:01,44,3,2,1,SM,44-3-2-1-SM,180375.5879,500153.9397,0 - 25%,Young leafless trees ,Snowshoe Hare,,0
2/6/2024 17:00,9:11,44,3,2,2,SM,44-3-2-2-SM,180437.751,500145.1441,0 - 25%,Young leafless trees ,Snowshoe Hare,,0
2/6/2024 17:00,9:12,44,3,2,3,SM,44-3-2-3-SM,180438.5988,500145.9298,0 - 25%,Young leafless trees ,Snowshoe Hare,,0
2/6/2024 17:00,9:12,44,3,2,4,SM,44-3-2-4-SM,180439.3853,500147.6849,0 - 25%,Young leafless trees ,Snowshoe Hare,,0
2/6/2024 17:00,9:16,44,3,2,5,SM,44-3-2-5-SM,180447.6654,500146.857,0 - 25%,Young leafless trees ,Snowshoe Hare,,0
2/6/2024 17:00,9:20,44,3,2,6,SM,44-3-2-6-SM,180460.5155,500144.562,0 - 25%,Young leafless trees ,Snowshoe Hare,,0
2/6/2024 17:00,9:24,44,3,2,7,SM,44-3-2-7-SM,180469.1079,500146.6049,0 - 25%,Young leafless trees ,Snowshoe Hare,,0
2/6/2024 17:00,9:30,44,3,2,8,SM,44-3-2-8-SM,180511.31,500137.4403,0 - 25%,Young leafless trees ,Snowshoe Hare,,0
3/4/2024 17:00,8:42,44,3,3,1,AM,44-3-3-1-AM,180312.439,500132.831,0 - 25%,Beech ,Snowshoe Hare,,0
3/4/2024 17:00,8:50,44,3,3,2,AM,44-3-3-2-AM,180526.2314,500096.3397,0 - 25%,Beech,Snowshoe Hare,,0
2/6/2024 17:00,10:07,44,4,2,1,SM,44-4-2-1-SM,180978.9221,500287.2176,0 - 25%,Somewhat dense young leafless trees ,Snowshoe Hare,,0
3/4/2024 17:00,9:43,44,4,3,1,AM,44-4-3-1-AM,180041.509,500337.8241,0 - 25%,Hemlock by stream small fringe,Snowshoe Hare,,0
3/4/2024 17:00,9:46,44,4,3,2,AM,44-4-3-2-AM,180028.7142,500340.3033,0 - 25%,Hemlock,Snowshoe Hare,,0
3/4/2024 17:00,9:50,44,4,3,3,AM,44-4-3-3-AM,179998.4566,500325.7124,0 - 25%,Fringe of hemlock,Snowshoe Hare,,0
3/4/2024 17:00,9:54,44,4,3,4,AM,44-4-3-4-AM,179974.5354,500307.955,0 - 25%,Beech,Snowshoe Hare,,0
2/8/2024 17:00,8:58,44,5,2,1,LS,44-5-2-1-LS,180762.6129,500477.9599,0 - 25%,Young hardwood forest ,Snowshoe Hare,,0
2/8/2024 17:00,9:03,44,5,2,2,LS,44-5-2-2-LS,180752.6253,500479.7779,0 - 25%,,Snowshoe Hare,,0
3/4/2024 17:00,10:01,44,5,3,1,CR,44-5-3-1-CR,180759.7373,500477.0673,0 - 25%,"Thicket/brush (down branches and trees) Cherry, and beech. ",Snowshoe Hare,,0
1/25/2024 17:00,10:25,44,6,1,1,AM,44-6-1-1-AM,179920.8835,500694.9033,75 - 100%,Lots of poop could be cotton tail in deciduous blowdown,Undetermined,,0
2/8/2024 17:00,10:25,44,6,2,1,LS,44-6-2-1-LS,179822.9427,500660.8277,0 - 25%,Young stand of hemlock ,Undetermined,,0
2/8/2024 17:00,10:32,44,6,2,2,LS,44-6-2-2-LS,179920.8522,500671.1662,0 - 25%,Hemlock edge,Undetermined,,0
1/25/2024 17:00,9:57,44,7,1,10,SM,44-7-1-10-SM,179049.2813,500840.1173,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,9:58,44,7,1,11,SM,44-7-1-11-SM,179049.788,500838.8978,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,9:58,44,7,1,12,SM,44-7-1-12-SM,179051.042,500840.2704,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,9:59,44,7,1,13,SM,44-7-1-13-SM,179044.3886,500843.573,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,10:06,44,7,1,14,SM,44-7-1-14-SM,178989.2107,500880.7185,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,10:07,44,7,1,15,SM,44-7-1-15-SM,178989.0709,500879.6606,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,10:11,44,7,1,16,SM,44-7-1-16-SM,178997.1743,500896.34,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,9:27,44,7,1,1,SM,44-7-1-1-SM,179086.1477,500834.4702,75 - 100%,Short leafless trees,Snowshoe Hare,,0
1/25/2024 17:00,9:28,44,7,1,2,SM,44-7-1-2-SM,179084.0276,500831.6222,75 - 100%,Short leafless trees,Snowshoe Hare,,0
1/25/2024 17:00,9:29,44,7,1,3,SM,44-7-1-3-SM,179087.6158,500837.3159,75 - 100%,Short leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,9:29,44,7,1,4,SM,44-7-1-4-SM,179088.0428,500839.3822,75 - 100%,Short leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,9:37,44,7,1,5,SM,44-7-1-5-SM,179067.6932,500843.9222,75 - 100%,Tall leafless trees (birch?),Snowshoe Hare,,0
1/25/2024 17:00,9:38,44,7,1,6,SM,44-7-1-6-SM,179070.9403,500848.0113,75 - 100%,Tall leafless trees,Snowshoe Hare,,0
1/25/2024 17:00,9:39,44,7,1,7,SM,44-7-1-7-SM,179069.6254,500839.6075,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,9:44,44,7,1,8,SM,44-7-1-8-SM,179057.9921,500841.235,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
1/25/2024 17:00,9:45,44,7,1,9,SM,44-7-1-9-SM,179062.0213,500841.2847,75 - 100%,Tall leafless trees ,Snowshoe Hare,,0
2/8/2024 17:00,10:01,44,7,2,1,AM,44-7-2-1-AM,179095.0784,500858.8997,0 - 25%,Beech predated hare just some feet and fluff (rip),Snowshoe Hare,,0
2/8/2024 17:00,10:05,44,7,2,2,AM,44-7-2-2-AM,179144.6625,500864.5872,0 - 25%,Early succ ,Snowshoe Hare,,0
2/8/2024 17:00,10:10,44,7,2,3,AM,44-7-2-3-AM,179218.9493,500873.3195,0 - 25%,,Snowshoe Hare,,0
3/4/2024 17:00,8:39,44,7,3,1,LS,44-7-3-1-LS,180454.781,500830.1959,0 - 25%,Young beech and maple understory ,Snowshoe Hare,,0
3/4/2024 17:00,10:23,44,7,3,2,LS,44-7-3-2-LS,179080.222,500831.3054,0 - 25%,On an old stump in a young beech grove,Snowshoe Hare,,0
3/4/2024 17:00,10:36,44,7,3,3,LS,44-7-3-3-LS,179282.4998,500847.4923,0 - 25%,"Beech understory, hemlock overstory ",Snowshoe Hare,,0
3/4/2024 17:00,11:04,44,7,3,4,LS,44-7-3-4-LS,179923.9418,500859.5391,0 - 25%,Young hardwood stand with dense raspberry and devil’s walking stick undergrowth ,Snowshoe Hare,,0
1/25/2024 17:00,11:57,44,8,1,1,SM,44-8-1-1-SM,180978.6642,500991.3558,75 - 100%,Might be cottontail. Skinny Cherry trees,Snowshoe Hare,,0
1/25/2024 17:00,12:01,44,8,1,2,SM,44-8-1-2-SM,180984.2321,500976.0429,75 - 100%,Skiing leafless trees,Snowshoe Hare,,0
1/25/2024 17:00,12:04,44,8,1,3,SM,44-8-1-3-SM,180988.9184,500968.053,75 - 100%,,Snowshoe Hare,,0
1/25/2024 17:00,12:08,44,8,1,4,SM,44-8-1-4-SM,180985.1347,500951.8533,75 - 100%,,Snowshoe Hare,,0
2/8/2024 17:00,9:40,44,8,2,1,AM,44-8-2-1-AM,179139.1875,501032.8641,0 - 25%,Beech,Snowshoe Hare,,0
3/4/2024 17:00,9:09,44,8,3,1,LS,44-8-3-1-LS,180875.4748,501030.1937,0 - 25%,"Lots of blowdowns nearby, beech and maple understory ",Snowshoe Hare,,0
3/4/2024 17:00,9:15,44,8,3,2,LS,44-8-3-2-LS,180816.3981,501022.1317,0 - 25%,Beech and maple understory ,Snowshoe Hare,,0
3/4/2024 17:00,9:19,44,8,3,3,LS,44-8-3-3-LS,180823.7409,501027.0201,0 - 25%,Beech and maple understory ,Snowshoe Hare,,0
3/4/2024 17:00,9:21,44,8,3,4,LS,44-8-3-4-LS,180811.5796,501039.8221,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,11:09,44,9,2,10,CR,44-9-2-10-CR,180132.7481,501211.5615,0 - 25%,"Red maple, beech saplings ",Snowshoe Hare,,0
2/8/2024 17:00,11:17,44,9,2,11,CR,44-9-2-11-CR,180185.5128,501199.2753,0 - 25%,Beech saplings and red maple,Snowshoe Hare,,0
2/8/2024 17:00,11:01,44,9,2,9,CR,44-9-2-9-CR,180137.4533,501264.2799,25 - 75%,Young saplings and prickers,Snowshoe Hare,,0
3/5/2024 17:00,10:48,44,9,3,1,LS,44-9-3-1-LS,180138.7826,501228.9104,0 - 25%,Edge of old clear cut in young forest,Snowshoe Hare,,0
3/5/2024 17:00,10:52,44,9,3,2,LS,44-9-3-2-LS,180149.9351,501207.7568,0 - 25%,Transition zone between mature and young forest,Undetermined,"missing, presumed lost",0
3/5/2024 17:00,10:55,44,9,3,3,LS,44-9-3-3-LS,180150.9749,501206.613,0 - 25%,,Snowshoe Hare,,0
3/5/2024 17:00,10:57,44,9,3,4,LS,44-9-3-4-LS,180171.3657,501203.105,0 - 25%,,Snowshoe Hare,,0
3/5/2024 17:00,11:00,44,9,3,5,LS,44-9-3-5-LS,180207.9212,501203.9077,0 - 25%,Young hardwoods with raspberry ,Snowshoe Hare,,0
3/5/2024 17:00,11:07,44,9,3,6,LS,44-9-3-6-LS,180291.7251,501196.2453,0 - 25%,Edge of clearing in young hardwood regrowth ,Snowshoe Hare,,0
1/26/2024 17:00,14:39,45,10,1,1,TF,45-10-1-1-TF,182636.2712,551938.3195,75 - 100%,In a patch of cherry trees,Snowshoe Hare,,1
1/26/2024 17:00,13:00,45,11,1,1,AZ,45-6-1-1-AZ,181329.2452,552175.1818,75 - 100%,"On young hillside with some hemlock
",Undetermined,,0
1/26/2024 17:00,13:07,45,11,1,2,AZ,45-6-1-2-AZ,181356.1728,552177.8599,75 - 100%,Young stand on slope,Eastern Cottontail,,0
1/26/2024 17:00,13:11,45,11,1,3,AZ,45-6-1-3-AZ,181454.4464,552174.1238,25 - 75%,Mature stand with beech understory and hemlock patches,Undetermined,,0
1/26/2024 17:00,12:27,45,12,1,1,AZ,45-7-1-1-AZ,181373.2244,552362.4141,75 - 100%,"Young stand, near edge of mature stand, avg 3 inch dbh ",Snowshoe Hare,,0
3/8/2024 17:00,8:51,45,12,3,1,LS,45-12-3-1-LS,182585.1613,553261.9521,0 - 25%,"Young beech and birch forest, several nearby blowdowns",Snowshoe Hare,,0
2/13/2024 17:00,9:02,45,4,2,1,CR,45-4-2-1-CR,182794.2206,552148.4665,0 - 25%,Found heading to transect 4,Snowshoe Hare,,1
2/13/2024 17:00,9:12,45,4,2,1,LS,45-4-2-1-LS,182755.8147,551743.9489,0 - 25%,Off transect,Snowshoe Hare,,1
2/13/2024 17:00,9:16,45,4,2,2,CR,45-4-2-2-CR,182615.349,551875.9888,0 - 25%,"Found on my way to transect 3, beech, yellow birch,clearing",Snowshoe Hare,,1
3/7/2024 17:00,9:03,45,4,3,1,LS,45-4-3-1-LS,182653.7157,551803.6468,0 - 25%,"Off transect. Mixed beech, birch, and maple forest ",Snowshoe Hare,,1
3/7/2024 17:00,9:04,45,5,3,1,SM,45-5-3-1-SM,182469.1694,552001.4907,0 - 25%,Mature cherry and beech understory ,Snowshoe Hare,,0
3/7/2024 17:00,9:07,45,5,3,2,SM,45-5-3-2-SM,182455.2371,551997.778,0 - 25%,,Snowshoe Hare,,0
3/7/2024 17:00,9:10,45,5,3,3,SM,45-5-3-3-SM,182402.1597,551987.0265,0 - 25%,"Pretty open, mature cherry",Snowshoe Hare,,0
4/1/2024 16:00,10:07,45,5,4,1,LS,45-5-4-1-LS,182496.2662,551970.4944,0 - 25%,"Young beech, mature cherry ",Snowshoe Hare,,0
2/13/2024 17:00,9:07,45,6,2,1,AM,45-6-2-1-AM,182530.664,552177.8809,0 - 25%,Possible cottontail open beech,Snowshoe Hare,,0
2/5/2024 17:00,11:48,45,7,1,1,SM,45-7-1-1-SM,181003.9107,552314.6367,0 - 25%,"Not super dense, young leafless trees ",Undetermined,,0
2/13/2024 17:00,11:09,45,7,2,1,SM,45-7-2-1-SM,181274.1301,552420.0744,0 - 25%,Dogwood and mature hemlock. Not very dense ,Snowshoe Hare,,0
3/7/2024 17:00,10:37,45,7,3,1,AM,45-7-3-1-AM,181329.3141,552391.9824,0 - 25%,Beech,Snowshoe Hare,,0
3/7/2024 17:00,10:40,45,7,3,2,AM,45-7-3-2-AM,181335.2901,552399.1288,0 - 25%,Beech possible same individual as sample 1,Snowshoe Hare,,0
3/7/2024 17:00,10:45,45,7,3,3,AM,45-7-3-3-AM,181425.0578,552383.9829,0 - 25%,Beech,Snowshoe Hare,,0
2/5/2024 17:00,10:42,45,8,1,1,SM,45-8-1-1-SM,180591.3244,552523.4376,0 - 25%,"Probably porcupine, but not certain. Not dense, Cherry trees",Undetermined,not submitted for dna analysis,0
2/12/2024 17:00,13:02,46,10,2,1,AZ,46-10-2-1-AZ,186804.1091,505783.3381,0 - 25%,Rubus,Eastern Cottontail,,0
2/12/2024 17:00,13:05,46,10,2,2,AZ,46-10-2-2-AZ,186812.1073,505795.3362,0 - 25%,Rubus,Undetermined,,0
2/12/2024 17:00,13:09,46,10,2,3,AZ,46-10-2-3-AZ,186829.7933,505790.4846,0 - 25%,Rubus,Undetermined,,0
2/12/2024 17:00,13:17,46,10,2,4,AZ,46-10-2-4-AZ,186857.5776,505802.2467,0 - 25%,Rubus,Snowshoe Hare,,0
1/24/2024 17:00,11:09,46,1,1,1,LS,46-1-1-1-LS,187241.0491,504180.7523,75 - 100%,Thick mountain laurel.,Snowshoe Hare,,0
2/12/2024 17:00,11:24,46,11,2,1,SM,46-11-2-1-SM,188230.0301,505958.0016,0 - 25%,Dense raspberry ,Undetermined,,0
2/12/2024 17:00,11:26,46,11,2,2,SM,46-11-2-2-SM,188229.8836,505956.3779,0 - 25%,,Undetermined,,0
2/12/2024 17:00,11:26,46,11,2,3,SM,46-11-2-3-SM,188229.1771,505956.5538,0 - 25%,,Undetermined,,0
2/12/2024 17:00,11:32,46,11,2,4,SM,46-11-2-4-SM,188205.4219,505956.5512,0 - 25%,,Undetermined,,0
2/12/2024 17:00,11:39,46,11,2,5,SM,46-11-2-5-SM,188190.3246,505963.1385,0 - 25%,Dense raspberry ,Undetermined,,0
2/12/2024 17:00,11:45,46,11,2,6,SM,46-11-2-6-SM,188181.1809,505967.0224,0 - 25%,,Undetermined,,0
2/12/2024 17:00,12:41,46,11,2,7,SM,46-11-2-7-SM,187205.6609,506000.9067,0 - 25%,Dense raspberry ,Undetermined,,0
2/12/2024 17:00,12:54,46,11,2,8,SM,46-11-2-8-SM,187121.2829,505993.4027,0 - 25%,Dense raspberry ,Undetermined,,0
2/12/2024 17:00,13:11,46,11,2,9,SM,46-11-2-9-SM,186818.9125,505986.2196,0 - 25%,Dogwood and mature Cherry. Not very dense ,Undetermined,,0
1/24/2024 17:00,11:16,46,1,1,2,LS,46-1-1-2-LS,187231.6399,504179.4758,75 - 100%,Mtn Laurel,Snowshoe Hare,,0
3/22/2024 16:00,12:23,46,11,3,10,CR,46-11-3-10-CR,187081.2554,505957.0831,25 - 75%,Raspberry thicket near road,Undetermined,,0
3/22/2024 16:00,10:45,46,11,3,1,CR,46-11-3-1-CR,188385.5549,506082.8993,25 - 75%,"Raspberry thicket, on my way to transect 11",Snowshoe Hare,,1
3/22/2024 16:00,11:04,46,11,3,2,CR,46-11-3-2-CR,188230.9692,505959.3193,75 - 100%,"Raspberry thicket with small saplings, sample looks old found in pile",Undetermined,,0
3/22/2024 16:00,11:11,46,11,3,3,CR,46-11-3-3-CR,188211.547,505962.4776,25 - 75%,Raspberry thicket plie of samples looks old,Undetermined,,0
3/22/2024 16:00,11:16,46,11,3,4,CR,46-11-3-4-CR,188176.4642,505958.7253,25 - 75%,Raspberry thicket ,Undetermined,,0
3/22/2024 16:00,11:55,46,11,3,5,CR,46-11-3-5-CR,187298.0224,505964.0228,75 - 100%,Raspberry ticket near piping with small saplings ,Snowshoe Hare,,0
3/22/2024 16:00,12:06,46,11,3,6,CR,46-11-3-6-CR,187157.4963,505967.4229,75 - 100%,"Raspberry thicket, sample looks older",Undetermined,,0
3/22/2024 16:00,12:11,46,11,3,7,CR,46-11-3-7-CR,187149.0793,505966.3652,75 - 100%,Raspberry thicket ,Undetermined,,0
3/22/2024 16:00,12:15,46,11,3,8,CR,46-11-3-8-CR,187134.288,505964.2515,75 - 100%,Raspberry thicket ,Undetermined,,0
3/22/2024 16:00,12:19,46,11,3,9,CR,46-11-3-9-CR,187110.9277,505958.8606,25 - 75%,Raspberry thicket ,Undetermined,,0
1/24/2024 17:00,11:32,46,1,1,3,LS,46-1-1-3-LS,187359.7212,504152.968,75 - 100%,Mtn Laurel ,Snowshoe Hare,,0
1/24/2024 17:00,11:45,46,1,1,4,LS,46-1-1-4-LS,187493.4176,504135.4626,75 - 100%,Edge of Mtn Laurel,Snowshoe Hare,,0
1/24/2024 17:00,11:53,46,1,1,5,LS,46-1-1-5-LS,187523.9364,504133.7175,75 - 100%,Mtn Laurel edge,Snowshoe Hare,,0
1/24/2024 17:00,12:02,46,1,1,6,LS,46-1-1-6-LS,187686.9404,504162.9231,75 - 100%,,Snowshoe Hare,,0
2/2/2024 17:00,11:18,46,1,2,1,LS,46-1-2-1-LS,187109.1008,504147.6861,0 - 25%,Mtn Laurel edge ,Snowshoe Hare,,0
2/12/2024 17:00,10:49,46,12,2,10,SM,46-12-2-10-SM,188355.9124,506133.6077,0 - 25%,,Snowshoe Hare,,0
2/12/2024 17:00,9:50,46,12,2,1,SM,46-12-2-1-SM,187764.4655,506085.3057,0 - 25%,"Logged area, on edge of area with young trees",Snowshoe Hare,,0
2/12/2024 17:00,9:51,46,12,2,2,SM,46-12-2-2-SM,187767.0944,506083.5437,0 - 25%,,Snowshoe Hare,,0
2/12/2024 17:00,9:52,46,12,2,3,SM,46-12-2-3-SM,187765.0891,506082.8905,0 - 25%,,Snowshoe Hare,,0
2/12/2024 17:00,9:52,46,12,2,4,SM,46-12-2-4-SM,187763.3375,506083.3941,0 - 25%,,Snowshoe Hare,,0
2/12/2024 17:00,10:18,46,12,2,5,SM,46-12-2-5-SM,188252.3114,506152.8724,0 - 25%,Dense raspberry ,Snowshoe Hare,,0
2/12/2024 17:00,10:24,46,12,2,6,SM,46-12-2-6-SM,188275.0026,506145.9746,0 - 25%,Dense raspberry ,Snowshoe Hare,,0
2/12/2024 17:00,10:27,46,12,2,7,SM,46-12-2-7-SM,188282.6153,506149.3392,0 - 25%,,Snowshoe Hare,,0
2/12/2024 17:00,10:42,46,12,2,8,SM,46-12-2-8-SM,188350.9872,506143.1381,0 - 25%,Dense raspberry ,Snowshoe Hare,,0
2/12/2024 17:00,10:45,46,12,2,9,SM,46-12-2-9-SM,188354.6406,506135.3076,0 - 25%,,Snowshoe Hare,,0
2/2/2024 17:00,11:32,46,1,2,2,LS,46-1-2-2-LS,187248.3485,504166.2102,75 - 100%,Mtn Laurel ,Snowshoe Hare,,0
3/22/2024 16:00,9:35,46,12,3,1,CR,46-12-3-1-CR,187185.1334,506173.9496,25 - 75%,"On deer trail in raspberry thicket, several samples",Undetermined,,0
3/22/2024 16:00,9:39,46,12,3,2,CR,46-12-3-2-CR,187203.5799,506182.4841,75 - 100%,Followed tracks raspberry patch near dirt road. Tracks kind of small,Undetermined,,0
3/22/2024 16:00,9:46,46,12,3,3,CR,46-12-3-3-CR,187262.7431,506161.4733,75 - 100%,"Raspberry thicket, pile of pellets",Undetermined,,0
3/22/2024 16:00,9:49,46,12,3,4,CR,46-12-3-4-CR,187283.2715,506156.6175,75 - 100%,Raspberry thicket near water big puddle frozen over,Undetermined,,0
2/2/2024 17:00,11:50,46,1,2,3,LS,46-1-2-3-LS,187461.7978,504201.8353,25 - 75%,Mtn laurel,Snowshoe Hare,,0
2/2/2024 17:00,11:56,46,1,2,4,LS,46-1-2-4-LS,187473.9824,504196.7993,25 - 75%,,Snowshoe Hare,,0
2/2/2024 17:00,12:01,46,1,2,5,LS,46-1-2-5-LS,187517.5691,504190.083,25 - 75%,Mtn Laurel ,Snowshoe Hare,,0
2/2/2024 17:00,12:10,46,1,2,6,LS,46-1-2-6-LS,187581.5896,504188.0557,0 - 25%,,Snowshoe Hare,,0
2/2/2024 17:00,12:17,46,1,2,7,LS,46-1-2-7-LS,187604.0841,504188.1386,0 - 25%,Mtn Laurel ,Snowshoe Hare,,0
2/2/2024 17:00,12:35,46,1,2,8,LS,46-1-2-8-LS,187886.1685,504177.1167,25 - 75%,Mtn lrl,Snowshoe Hare,,0
3/22/2024 16:00,9:40,46,1,3,1,AM,46-1-3-1-AM,187095.747,504192.7849,75 - 100%,Laurel,Snowshoe Hare,,0
3/22/2024 16:00,10:05,46,1,3,2,AM,46-1-3-2-AM,187245.036,504222.754,75 - 100%,,Snowshoe Hare,,0
3/22/2024 16:00,10:45,46,1,3,3,AM,46-1-3-3-AM,187712.2128,504173.2773,75 - 100%,Poss cottontail,Snowshoe Hare,,0
3/22/2024 16:00,10:50,46,1,3,4,AM,46-1-3-4-AM,187713.8662,504173.8184,75 - 100%,Laurel,Snowshoe Hare,,0
1/24/2024 17:00,13:14,46,2,1,1,LS,46-2-1-1-LS,187949.539,504377.0544,75 - 100%,Mtn Laurel hillside ,Snowshoe Hare,,0
1/24/2024 17:00,13:23,46,2,1,2,LS,46-2-1-2-LS,187909.029,504372.8517,75 - 100%,,Snowshoe Hare,,0
1/24/2024 17:00,13:32,46,2,1,3,LS,46-2-1-3-LS,187886.4858,504356.464,75 - 100%,,Snowshoe Hare,,0
1/24/2024 17:00,13:47,46,2,1,4,LS,46-2-1-4-LS,187650.6622,504366.1796,75 - 100%,,Snowshoe Hare,,0
1/24/2024 17:00,14:21,46,2,1,5,LS,46-2-1-5-LS,187147.0525,504370.682,75 - 100%,,Snowshoe Hare,,0
1/24/2024 17:00,14:30,46,2,1,6,LS,46-2-1-6-LS,187120.5401,504386.9042,75 - 100%,,Snowshoe Hare,,0
1/24/2024 17:00,14:37,46,2,1,7,LS,46-2-1-7-LS,187078.0566,504377.6699,75 - 100%,,Snowshoe Hare,,0
1/24/2024 17:00,14:44,46,2,1,8,LS,46-2-1-8-LS,187019.8706,504378.0716,75 - 100%,,Snowshoe Hare,,0
2/2/2024 17:00,14:07,46,2,2,10,LS,46-2-2-10-LS,187566.0777,504334.3134,25 - 75%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,14:18,46,2,2,11,LS,46-2-2-11-LS,187348.349,504359.5624,25 - 75%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,14:28,46,2,2,12,LS,46-2-2-12-LS,187229.7725,504350.8071,25 - 75%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,14:34,46,2,2,13,LS,46-2-2-13-LS,187213.6122,504347.2608,25 - 75%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,14:44,46,2,2,14,LS,46-2-2-14-LS,187144.4275,504327.2685,75 - 100%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,14:50,46,2,2,15,LS,46-2-2-15-LS,187118.5314,504337.6533,25 - 75%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,14:57,46,2,2,16,LS,46-2-2-16-LS,187065.0306,504344.2424,0 - 25%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,15:00,46,2,2,17,LS,46-2-2-17-LS,187060.6023,504335.8603,0 - 25%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,15:04,46,2,2,18,LS,46-2-2-18-LS,187031.702,504340.8688,0 - 25%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,15:08,46,2,2,19,LS,46-2-2-19-LS,187014.0521,504332.3117,0 - 25%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,13:10,46,2,2,1,LS,46-2-2-1-LS,188067.6115,504361.5826,75 - 100%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,13:17,46,2,2,2,LS,46-2-2-2-LS,188011.3794,504371.4904,0 - 25%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,13:24,46,2,2,3,LS,46-2-2-3-LS,187978.5723,504370.6531,25 - 75%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,13:29,46,2,2,4,LS,46-2-2-4-LS,187949.151,504370.2336,25 - 75%,,Snowshoe Hare,,0
2/2/2024 17:00,13:36,46,2,2,5,LS,46-2-2-5-LS,187889.9126,504358.212,25 - 75%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,13:49,46,2,2,6,LS,46-2-2-6-LS,187671.1024,504354.1069,25 - 75%,Mtn lrl,Snowshoe Hare,,0
2/2/2024 17:00,13:53,46,2,2,7,LS,46-2-2-7-LS,187659.6962,504343.0457,0 - 25%,Mtn lrl edge ,Snowshoe Hare,,0
2/2/2024 17:00,13:58,46,2,2,8,LS,46-2-2-8-LS,187658.4529,504345.4966,0 - 25%,,Snowshoe Hare,,0
2/2/2024 17:00,14:01,46,2,2,9,LS,46-2-2-9-LS,187649.5594,504349.0433,0 - 25%,Mtn lrl,Snowshoe Hare,,0
3/22/2024 16:00,12:38,46,2,3,1,AM,46-2-3-1-AM,187526.9154,504367.9209,75 - 100%,,Snowshoe Hare,,0
